,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
47,25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386.0,Asia
48,24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
49,23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
50,22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
51,21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
52,20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
53,19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
54,18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
55,17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
56,16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
57,15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
58,14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
59,13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
60,12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
61,11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
62,10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
63,09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
64,08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
65,07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
66,06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
67,05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
68,04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
69,03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
70,02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
71,01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
72,31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
73,30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
74,29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
75,28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
76,27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
77,26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
78,25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
79,24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
80,23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
81,22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
82,21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
83,20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
84,19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
85,18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
86,17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
87,16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
88,15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
89,14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
90,13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
91,12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
92,11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
93,10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
94,09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
95,08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
96,07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
97,06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
98,05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
99,04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
100,03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
101,02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
102,01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
103,31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386.0,Asia
104,22/04/2020,22,4,2020,25,0,Albania,AL,ALB,2866376.0,Europe
105,21/04/2020,21,4,2020,22,0,Albania,AL,ALB,2866376.0,Europe
106,20/04/2020,20,4,2020,14,0,Albania,AL,ALB,2866376.0,Europe
107,19/04/2020,19,4,2020,9,0,Albania,AL,ALB,2866376.0,Europe
108,18/04/2020,18,4,2020,21,0,Albania,AL,ALB,2866376.0,Europe
109,17/04/2020,17,4,2020,24,1,Albania,AL,ALB,2866376.0,Europe
110,16/04/2020,16,4,2020,19,1,Albania,AL,ALB,2866376.0,Europe
111,15/04/2020,15,4,2020,8,1,Albania,AL,ALB,2866376.0,Europe
112,14/04/2020,14,4,2020,21,0,Albania,AL,ALB,2866376.0,Europe
113,13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376.0,Europe
114,12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376.0,Europe
115,11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376.0,Europe
116,10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376.0,Europe
117,09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376.0,Europe
118,08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376.0,Europe
119,07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376.0,Europe
120,06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376.0,Europe
121,05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376.0,Europe
122,04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376.0,Europe
123,03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376.0,Europe
124,02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376.0,Europe
125,01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376.0,Europe
126,31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376.0,Europe
127,30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376.0,Europe
128,29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376.0,Europe
129,28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376.0,Europe
130,27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376.0,Europe
131,26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376.0,Europe
132,25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376.0,Europe
133,24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376.0,Europe
134,23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376.0,Europe
135,22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376.0,Europe
136,21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376.0,Europe
137,20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376.0,Europe
138,19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376.0,Europe
139,18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
140,17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376.0,Europe
141,16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
142,15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376.0,Europe
143,14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376.0,Europe
144,13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376.0,Europe
145,12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376.0,Europe
146,11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
147,10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
148,09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376.0,Europe
149,22/04/2020,22,4,2020,93,8,Algeria,DZ,DZA,42228429.0,Africa
150,21/04/2020,21,4,2020,89,9,Algeria,DZ,DZA,42228429.0,Africa
151,20/04/2020,20,4,2020,94,8,Algeria,DZ,DZA,42228429.0,Africa
152,19/04/2020,19,4,2020,117,3,Algeria,DZ,DZA,42228429.0,Africa
153,18/04/2020,18,4,2020,150,16,Algeria,DZ,DZA,42228429.0,Africa
154,17/04/2020,17,4,2020,108,12,Algeria,DZ,DZA,42228429.0,Africa
155,16/04/2020,16,4,2020,90,11,Algeria,DZ,DZA,42228429.0,Africa
156,15/04/2020,15,4,2020,87,12,Algeria,DZ,DZA,42228429.0,Africa
157,14/04/2020,14,4,2020,69,20,Algeria,DZ,DZA,42228429.0,Africa
158,13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429.0,Africa
159,12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429.0,Africa
160,11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429.0,Africa
161,10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429.0,Africa
162,09/04/2020,9,4,2020,104,12,Algeria,DZ,DZA,42228429.0,Africa
163,08/04/2020,8,4,2020,45,20,Algeria,DZ,DZA,42228429.0,Africa
164,07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429.0,Africa
165,06/04/2020,6,4,2020,69,22,Algeria,DZ,DZA,42228429.0,Africa
166,05/04/2020,5,4,2020,80,25,Algeria,DZ,DZA,42228429.0,Africa
167,04/04/2020,4,4,2020,185,42,Algeria,DZ,DZA,42228429.0,Africa
168,03/04/2020,3,4,2020,139,5,Algeria,DZ,DZA,42228429.0,Africa
169,02/04/2020,2,4,2020,131,14,Algeria,DZ,DZA,42228429.0,Africa
170,01/04/2020,1,4,2020,132,9,Algeria,DZ,DZA,42228429.0,Africa
171,31/03/2020,31,3,2020,73,4,Algeria,DZ,DZA,42228429.0,Africa
172,30/03/2020,30,3,2020,57,2,Algeria,DZ,DZA,42228429.0,Africa
173,29/03/2020,29,3,2020,45,3,Algeria,DZ,DZA,42228429.0,Africa
174,28/03/2020,28,3,2020,42,1,Algeria,DZ,DZA,42228429.0,Africa
175,27/03/2020,27,3,2020,65,4,Algeria,DZ,DZA,42228429.0,Africa
176,26/03/2020,26,3,2020,38,2,Algeria,DZ,DZA,42228429.0,Africa
177,25/03/2020,25,3,2020,34,2,Algeria,DZ,DZA,42228429.0,Africa
178,24/03/2020,24,3,2020,29,0,Algeria,DZ,DZA,42228429.0,Africa
179,23/03/2020,23,3,2020,62,2,Algeria,DZ,DZA,42228429.0,Africa
180,22/03/2020,22,3,2020,37,5,Algeria,DZ,DZA,42228429.0,Africa
181,21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429.0,Africa
182,20/03/2020,20,3,2020,18,1,Algeria,DZ,DZA,42228429.0,Africa
183,19/03/2020,19,3,2020,12,1,Algeria,DZ,DZA,42228429.0,Africa
184,18/03/2020,18,3,2020,2,1,Algeria,DZ,DZA,42228429.0,Africa
185,17/03/2020,17,3,2020,10,0,Algeria,DZ,DZA,42228429.0,Africa
186,16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429.0,Africa
187,15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429.0,Africa
188,14/03/2020,14,3,2020,1,1,Algeria,DZ,DZA,42228429.0,Africa
189,13/03/2020,13,3,2020,5,1,Algeria,DZ,DZA,42228429.0,Africa
190,12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
191,09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429.0,Africa
192,06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429.0,Africa
193,05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429.0,Africa
194,04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429.0,Africa
195,02/03/2020,2,3,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
196,01/03/2020,1,3,2020,2,0,Algeria,DZ,DZA,42228429.0,Africa
197,29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
198,28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
199,27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
200,26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429.0,Africa
201,25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
202,24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
203,23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
204,22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
205,21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
206,20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
207,19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
208,18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
209,17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
210,16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
211,15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
212,14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
213,13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
214,12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
215,11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
216,10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
217,09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
218,08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
219,07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
220,06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
221,05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
222,04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
223,03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
224,02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
225,01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
226,31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
227,30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
228,29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
229,28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
230,27/01/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
231,26/01/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
232,25/01/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
233,24/01/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
234,23/01/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
235,22/01/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
236,21/01/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
237,20/01/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
238,19/01/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
239,18/01/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
240,17/01/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
241,16/01/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
242,15/01/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
243,14/01/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
244,13/01/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
245,12/01/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
246,11/01/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
247,10/01/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
248,09/01/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
249,08/01/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
250,07/01/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
251,06/01/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
252,05/01/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
253,04/01/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
254,03/01/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
255,02/01/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
256,01/01/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
257,31/12/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429.0,Africa
258,22/04/2020,22,4,2020,0,1,Andorra,AD,AND,77006.0,Europe
259,21/04/2020,21,4,2020,4,0,Andorra,AD,AND,77006.0,Europe
260,20/04/2020,20,4,2020,9,1,Andorra,AD,AND,77006.0,Europe
261,19/04/2020,19,4,2020,8,0,Andorra,AD,AND,77006.0,Europe
262,18/04/2020,18,4,2020,14,2,Andorra,AD,AND,77006.0,Europe
263,17/04/2020,17,4,2020,9,0,Andorra,AD,AND,77006.0,Europe
264,16/04/2020,16,4,2020,14,2,Andorra,AD,AND,77006.0,Europe
265,15/04/2020,15,4,2020,13,2,Andorra,AD,AND,77006.0,Europe
266,14/04/2020,14,4,2020,8,0,Andorra,AD,AND,77006.0,Europe
267,13/04/2020,13,4,2020,16,1,Andorra,AD,AND,77006.0,Europe
268,12/04/2020,12,4,2020,21,2,Andorra,AD,AND,77006.0,Europe
269,11/04/2020,11,4,2020,18,1,Andorra,AD,AND,77006.0,Europe
270,10/04/2020,10,4,2020,19,2,Andorra,AD,AND,77006.0,Europe
271,09/04/2020,9,4,2020,19,1,Andorra,AD,AND,77006.0,Europe
272,08/04/2020,8,4,2020,19,1,Andorra,AD,AND,77006.0,Europe
273,07/04/2020,7,4,2020,25,3,Andorra,AD,AND,77006.0,Europe
274,06/04/2020,6,4,2020,35,1,Andorra,AD,AND,77006.0,Europe
275,05/04/2020,5,4,2020,27,1,Andorra,AD,AND,77006.0,Europe
276,04/04/2020,4,4,2020,11,1,Andorra,AD,AND,77006.0,Europe
277,03/04/2020,3,4,2020,38,1,Andorra,AD,AND,77006.0,Europe
278,02/04/2020,2,4,2020,14,2,Andorra,AD,AND,77006.0,Europe
279,01/04/2020,1,4,2020,6,4,Andorra,AD,AND,77006.0,Europe
280,31/03/2020,31,3,2020,36,2,Andorra,AD,AND,77006.0,Europe
281,30/03/2020,30,3,2020,26,2,Andorra,AD,AND,77006.0,Europe
282,29/03/2020,29,3,2020,41,1,Andorra,AD,AND,77006.0,Europe
283,28/03/2020,28,3,2020,43,0,Andorra,AD,AND,77006.0,Europe
284,27/03/2020,27,3,2020,36,3,Andorra,AD,AND,77006.0,Europe
285,26/03/2020,26,3,2020,24,0,Andorra,AD,AND,77006.0,Europe
286,25/03/2020,25,3,2020,31,0,Andorra,AD,AND,77006.0,Europe
287,24/03/2020,24,3,2020,20,0,Andorra,AD,AND,77006.0,Europe
288,23/03/2020,23,3,2020,25,0,Andorra,AD,AND,77006.0,Europe
289,22/03/2020,22,3,2020,13,0,Andorra,AD,AND,77006.0,Europe
290,21/03/2020,21,3,2020,0,0,Andorra,AD,AND,77006.0,Europe
291,20/03/2020,20,3,2020,22,0,Andorra,AD,AND,77006.0,Europe
292,19/03/2020,19,3,2020,39,0,Andorra,AD,AND,77006.0,Europe
293,18/03/2020,18,3,2020,0,0,Andorra,AD,AND,77006.0,Europe
294,17/03/2020,17,3,2020,9,0,Andorra,AD,AND,77006.0,Europe
295,16/03/2020,16,3,2020,3,0,Andorra,AD,AND,77006.0,Europe
296,14/03/2020,14,3,2020,1,0,Andorra,AD,AND,77006.0,Europe
297,03/03/2020,3,3,2020,1,0,Andorra,AD,AND,77006.0,Europe
298,22/04/2020,22,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
299,21/04/2020,21,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
300,20/04/2020,20,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
301,19/04/2020,19,4,2020,5,0,Angola,AO,AGO,30809762.0,Africa
302,18/04/2020,18,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
303,17/04/2020,17,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
304,16/04/2020,16,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
305,15/04/2020,15,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
306,14/04/2020,14,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
307,13/04/2020,13,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
308,12/04/2020,12,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
309,11/04/2020,11,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
310,10/04/2020,10,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
311,09/04/2020,9,4,2020,2,0,Angola,AO,AGO,30809762.0,Africa
312,08/04/2020,8,4,2020,1,0,Angola,AO,AGO,30809762.0,Africa
313,07/04/2020,7,4,2020,2,0,Angola,AO,AGO,30809762.0,Africa
314,06/04/2020,6,4,2020,4,0,Angola,AO,AGO,30809762.0,Africa
315,05/04/2020,5,4,2020,2,0,Angola,AO,AGO,30809762.0,Africa
316,04/04/2020,4,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
317,03/04/2020,3,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
318,02/04/2020,2,4,2020,1,0,Angola,AO,AGO,30809762.0,Africa
319,01/04/2020,1,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
320,31/03/2020,31,3,2020,0,0,Angola,AO,AGO,30809762.0,Africa
321,30/03/2020,30,3,2020,3,2,Angola,AO,AGO,30809762.0,Africa
322,29/03/2020,29,3,2020,0,0,Angola,AO,AGO,30809762.0,Africa
323,28/03/2020,28,3,2020,1,0,Angola,AO,AGO,30809762.0,Africa
324,27/03/2020,27,3,2020,1,0,Angola,AO,AGO,30809762.0,Africa
325,26/03/2020,26,3,2020,0,0,Angola,AO,AGO,30809762.0,Africa
