,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
305,10/04/2020,10,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
306,09/04/2020,9,4,2020,2,0,Angola,AO,AGO,30809762.0,Africa
307,08/04/2020,8,4,2020,1,0,Angola,AO,AGO,30809762.0,Africa
308,07/04/2020,7,4,2020,2,0,Angola,AO,AGO,30809762.0,Africa
309,06/04/2020,6,4,2020,4,0,Angola,AO,AGO,30809762.0,Africa
310,05/04/2020,5,4,2020,2,0,Angola,AO,AGO,30809762.0,Africa
311,04/04/2020,4,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
312,03/04/2020,3,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
313,02/04/2020,2,4,2020,1,0,Angola,AO,AGO,30809762.0,Africa
314,01/04/2020,1,4,2020,0,0,Angola,AO,AGO,30809762.0,Africa
315,31/03/2020,31,3,2020,0,0,Angola,AO,AGO,30809762.0,Africa
316,30/03/2020,30,3,2020,3,2,Angola,AO,AGO,30809762.0,Africa
317,29/03/2020,29,3,2020,0,0,Angola,AO,AGO,30809762.0,Africa
318,28/03/2020,28,3,2020,1,0,Angola,AO,AGO,30809762.0,Africa
319,27/03/2020,27,3,2020,1,0,Angola,AO,AGO,30809762.0,Africa
320,26/03/2020,26,3,2020,0,0,Angola,AO,AGO,30809762.0,Africa
